"Landscape","Transect","Plot.ID","Tree.ID","Scientific.Name","Taxon.Rank","Class","DBH","TT"
"SimForest","T15","T15_P3","T15_P3_2","Artocarpus elasticus","Species","C",8.7,10.5
"SimForest","T15","T15_P4","T15_P4_3","Artocarpus elasticus","Species","C",13.3,12.3
"SimForest","T15","T15_P2","T15_P2_1","Durio zibethinus","Species","C",13.5,12.8
"SimForest","T15","T15_P5","T15_P5_2","Durio zibethinus","Species","B",18,15.7
"SimForest","T15","T15_P2","T15_P2_3","Durio zibethinus","Species","A",36.5,23.5
"SimForest","T15","T15_P4","T15_P4_1","Koompassia excelsa","Species","C",8.9,9.8
"SimForest","T15","T15_P4","T15_P4_2","Koompassia excelsa","Species","B",17.8,16.1
"SimForest","T15","T15_P1","T15_P1_3","Koompassia excelsa","Species","C",8.9,10.5
"SimForest","T15","T15_P2","T15_P2_4","Koompassia excelsa","Species","C",7.4,9.5
"SimForest","T15","T15_P4","T15_P4_5","Koompassia excelsa","Species","C",15.2,13
"SimForest","T15","T15_P5","T15_P5_6","Koompassia excelsa","Species","C",15.4,15.4
"SimForest","T15","T15_P1","T15_P1_1","Dyera costulata","Species","C",15,15.3
"SimForest","T15","T15_P1","T15_P1_2","Dyera costulata","Species","B",23.3,17.7
"SimForest","T15","T15_P5","T15_P5_3","Dyera costulata","Species","C",9.9,11.4
"SimForest","T15","T15_P4","T15_P4_4","Dyera costulata","Species","B",31.7,21.6
"SimForest","T15","T15_P3","T15_P3_5","Dyera costulata","Species","B",24.1,19.4
"SimForest","T15","T15_P1","T15_P1_6","Dyera costulata","Species","A",58.4,44.6
"SimForest","T15","T15_P3","T15_P3_7","Dyera costulata","Species","A",45,31.1
"SimForest","T15","T15_P5","T15_P5_8","Dyera costulata","Species","C",7.9,9.2
"SimForest","T15","T15_P3","T15_P3_1","Palaquium rostratum","Species","C",6.6,8.6
"SimForest","T15","T15_P1","T15_P1_2","Palaquium rostratum","Species","A",52.5,31.5
"SimForest","T15","T15_P3","T15_P3_1","Santiria laevigata","Species","B",21.8,18.9
"SimForest","T15","T15_P4","T15_P4_2","Santiria laevigata","Species","C",15.9,13.1
"SimForest","T15","T15_P4","T15_P4_3","Santiria laevigata","Species","A",63.8,48.1
"SimForest","T15","T15_P5","T15_P5_4","Santiria laevigata","Species","A",54.1,39.6
"SimForest","T15","T15_P5","T15_P5_5","Santiria laevigata","Species","C",6.8,8.4
"SimForest","T15","T15_P1","T15_P1_1","Aglaia argentea","Species","C",7.9,9.2
"SimForest","T15","T15_P5","T15_P5_2","Aglaia argentea","Species","A",46,33.2
"SimForest","T15","T15_P3","T15_P3_1","Knema laurina","Species","C",12.2,11.5
"SimForest","T15","T15_P1","T15_P1_2","Knema laurina","Species","A",49.2,35.7
"SimForest","T15","T15_P4","T15_P4_3","Knema laurina","Species","B",30.3,23.8
"SimForest","T15","T15_P2","T15_P2_4","Knema laurina","Species","C",12.8,13.5
"SimForest","T15","T15_P1","T15_P1_1","Horsfieldia irya","Species","B",29.1,21.7
"SimForest","T15","T15_P1","T15_P1_2","Horsfieldia irya","Species","C",16,14.8
"SimForest","T15","T15_P5","T15_P5_3","Horsfieldia irya","Species","B",19.9,18.5
"SimForest","T15","T15_P2","T15_P2_4","Horsfieldia irya","Species","C",6.6,9.5
"SimForest","T15","T15_P3","T15_P3_5","Horsfieldia irya","Species","A",47.9,29.1
"SimForest","T15","T15_P1","T15_P1_6","Horsfieldia irya","Species","A",64.3,43.9
"SimForest","T15","T15_P4","T15_P4_7","Horsfieldia irya","Species","B",25,22.4
"SimForest","T15","T15_P1","T15_P1_8","Horsfieldia irya","Species","C",15.1,13.8
"SimForest","T15","T15_P5","T15_P5_9","Horsfieldia irya","Species","A",37.3,25.2
"SimForest","T15","T15_P1","T15_P1_10","Horsfieldia irya","Species","B",21.6,18.8
"SimForest","T15","T15_P3","T15_P3_1","Litsea firma","Species","C",15.2,13.4
"SimForest","T15","T15_P5","T15_P5_2","Litsea firma","Species","C",13.8,12.5
"SimForest","T15","T15_P1","T15_P1_3","Litsea firma","Species","C",12.4,13.6
"SimForest","T15","T15_P1","T15_P1_4","Litsea firma","Species","C",14.1,14.1
"SimForest","T15","T15_P5","T15_P5_5","Litsea firma","Species","B",25.6,20.8
"SimForest","T15","T15_P2","T15_P2_6","Litsea firma","Species","B",32.2,26.7
"SimForest","T15","T15_P3","T15_P3_7","Litsea firma","Species","B",19.8,18.2
"SimForest","T15","T15_P3","T15_P3_8","Litsea firma","Species","B",31.6,27
"SimForest","T15","T15_P2","T15_P2_9","Litsea firma","Species","C",15.5,14.4
"SimForest","T15","T15_P1","T15_P1_1","Baccaurea macrocarpa","Species","C",15.7,13.3
"SimForest","T15","T15_P3","T15_P3_2","Baccaurea macrocarpa","Species","A",63.6,38.1
"SimForest","T15","T15_P5","T15_P5_3","Baccaurea macrocarpa","Species","A",50.7,30.6
"SimForest","T15","T15_P4","T15_P4_4","Baccaurea macrocarpa","Species","B",31,21.9
"SimForest","T15","T15_P4","T15_P4_5","Baccaurea macrocarpa","Species","C",13.6,13.2
"SimForest","T15","T15_P5","T15_P5_1","Garcinia parvifolia","Species","C",14.4,13.6
"SimForest","T15","T15_P2","T15_P2_2","Garcinia parvifolia","Species","C",9.6,10.7
"SimForest","T15","T15_P5","T15_P5_3","Garcinia parvifolia","Species","C",14.6,12.9
"SimForest","T15","T15_P2","T15_P2_4","Garcinia parvifolia","Species","C",9.6,11.7
"SimForest","T15","T15_P3","T15_P3_1","Alstonia scholaris","Species","C",8.2,10.6
"SimForest","T15","T15_P5","T15_P5_2","Alstonia scholaris","Species","A",43.1,30.5
"SimForest","T15","T15_P1","T15_P1_3","Alstonia scholaris","Species","A",57.6,42.6
"SimForest","T15","T15_P3","T15_P3_1","Calophyllum inophyllum","Species","B",23.5,19.3
"SimForest","T15","T15_P3","T15_P3_2","Calophyllum inophyllum","Species","C",14.3,13
"SimForest","T15","T15_P4","T15_P4_3","Calophyllum inophyllum","Species","C",10.4,11
"SimForest","T15","T15_P1","T15_P1_4","Calophyllum inophyllum","Species","C",14,13.2
"SimForest","T15","T15_P1","T15_P1_5","Calophyllum inophyllum","Species","C",15.7,13.6
"SimForest","T15","T15_P1","T15_P1_6","Calophyllum inophyllum","Species","B",32.2,26.6
"SimForest","T15","T15_P1","T15_P1_1","Elateriospermum tapos","Species","C",8.2,9.2
"SimForest","T15","T15_P2","T15_P2_2","Elateriospermum tapos","Species","A",74.1,45.9
"SimForest","T15","T15_P5","T15_P5_3","Elateriospermum tapos","Species","C",9.9,11.7
"SimForest","T15","T15_P1","T15_P1_4","Elateriospermum tapos","Species","C",10.7,11.5
"SimForest","T15","T15_P4","T15_P4_5","Elateriospermum tapos","Species","C",14.3,13.3
"SimForest","T15","T15_P2","T15_P2_6","Elateriospermum tapos","Species","C",12.9,12.7
"SimForest","T15","T15_P1","T15_P1_7","Elateriospermum tapos","Species","C",15.6,14
"SimForest","T15","T15_P1","T15_P1_8","Elateriospermum tapos","Species","C",11.7,13
"SimForest","T15","T15_P3","T15_P3_9","Elateriospermum tapos","Species","C",15.5,14.3
"SimForest","T15","T15_P5","T15_P5_1","Eusideroxylon zwageri","Species","B",25.1,17.7
"SimForest","T15","T15_P5","T15_P5_2","Eusideroxylon zwageri","Species","B",26.7,19.6
"SimForest","T15","T15_P1","T15_P1_3","Eusideroxylon zwageri","Species","C",8.1,9.1
"SimForest","T15","T15_P5","T15_P5_4","Eusideroxylon zwageri","Species","B",24.8,21.7
"SimForest","T15","T15_P5","T15_P5_5","Eusideroxylon zwageri","Species","C",15.6,15.3
"SimForest","T15","T15_P3","T15_P3_1","Intsia palembanica","Species","A",52.3,35.7
"SimForest","T15","T15_P2","T15_P2_2","Intsia palembanica","Species","C",16.2,13.5
"SimForest","T15","T15_P4","T15_P4_3","Intsia palembanica","Species","A",36.8,30.2
"SimForest","T15","T15_P5","T15_P5_4","Intsia palembanica","Species","B",22,18.9
"SimForest","T15","T15_P5","T15_P5_5","Intsia palembanica","Species","C",8.7,10.6
"SimForest","T15","T15_P4","T15_P4_1","Macaranga gigantea","Species","C",14.1,14.5
"SimForest","T15","T15_P4","T15_P4_2","Macaranga gigantea","Species","B",19.6,15
"SimForest","T15","T15_P5","T15_P5_3","Macaranga gigantea","Species","C",7.8,9.4
"SimForest","T15","T15_P1","T15_P1_4","Macaranga gigantea","Species","C",8.6,10.7
"SimForest","T15","T15_P2","T15_P2_5","Macaranga gigantea","Species","A",63.6,41.2
"SimForest","T15","T15_P3","T15_P3_6","Macaranga gigantea","Species","B",25.8,21.4
"SimForest","T15","T15_P4","T15_P4_7","Macaranga gigantea","Species","B",27.2,23.1
"SimForest","T15","T15_P3","T15_P3_8","Macaranga gigantea","Species","A",38.3,28.1
"SimForest","T15","T15_P1","T15_P1_9","Macaranga gigantea","Species","B",26.5,20.7
"SimForest","T15","T15_P2","T15_P2_10","Macaranga gigantea","Species","C",8.2,9.8
"SimForest","T15","T15_P4","T15_P4_1","Mallotus paniculatus","Species","A",49,31.4
"SimForest","T15","T15_P1","T15_P1_2","Mallotus paniculatus","Species","B",29,24.6
"SimForest","T15","T15_P5","T15_P5_3","Mallotus paniculatus","Species","C",13.7,12.5
"SimForest","T15","T15_P3","T15_P3_4","Mallotus paniculatus","Species","B",19,16.2
"SimForest","T15","T15_P1","T15_P1_5","Mallotus paniculatus","Species","C",15.2,12.7
"SimForest","T15","T15_P4","T15_P4_6","Mallotus paniculatus","Species","C",8.2,9.7
"SimForest","T15","T15_P3","T15_P3_7","Mallotus paniculatus","Species","C",9.3,10.6
"SimForest","T15","T15_P5","T15_P5_1","Nephelium lappaceum","Species","B",28.8,22.5
"SimForest","T15","T15_P1","T15_P1_2","Nephelium lappaceum","Species","A",42.2,30.8
"SimForest","T15","T15_P4","T15_P4_1","Parkia speciosa","Species","C",7.3,8.8
"SimForest","T15","T15_P1","T15_P1_2","Parkia speciosa","Species","C",9.1,10.3
"SimForest","T15","T15_P1","T15_P1_1","Vatica rassak","Species","C",10,11.9
"SimForest","T15","T15_P5","T15_P5_2","Vatica rassak","Species","C",7.5,9.9
"SimForest","T15","T15_P2","T15_P2_3","Vatica rassak","Species","C",14.3,13.5
"SimForest","T15","T15_P2","T15_P2_4","Vatica rassak","Species","B",27.9,19.2
"SimForest","T15","T15_P2","T15_P2_5","Vatica rassak","Species","C",6.6,8.6
"SimForest","T15","T15_P5","T15_P5_6","Vatica rassak","Species","C",6.4,9.3
"SimForest","T15","T15_P1","T15_P1_7","Vatica rassak","Species","B",22.6,17
"SimForest","T15","T15_P1","T15_P1_8","Vatica rassak","Species","C",15.9,14.6
"SimForest","T15","T15_P2","T15_P2_9","Vatica rassak","Species","C",6.8,8.6
"SimForest","T16","T16_P1","T16_P1_1","Shorea leprosula","Species","C",9.2,10.2
"SimForest","T16","T16_P5","T16_P5_2","Shorea leprosula","Species","B",30.1,21.7
"SimForest","T16","T16_P2","T16_P2_3","Shorea leprosula","Species","C",6.8,9
"SimForest","T16","T16_P2","T16_P2_4","Shorea leprosula","Species","B",20.4,18.8
"SimForest","T16","T16_P3","T16_P3_1","Shorea acuminata","Species","C",7.5,9.6
"SimForest","T16","T16_P3","T16_P3_2","Shorea acuminata","Species","C",14.1,13.1
"SimForest","T16","T16_P4","T16_P4_1","Dipterocarpus alatus","Species","C",6.4,9.2
"SimForest","T16","T16_P2","T16_P2_1","Dipterocarpus caudatus","Species","B",19,17.3
"SimForest","T16","T16_P2","T16_P2_1","Hopea nervosa","Species","C",14.4,12.2
"SimForest","T16","T16_P1","T16_P1_2","Hopea nervosa","Species","C",13.8,12.8
"SimForest","T16","T16_P3","T16_P3_3","Hopea nervosa","Species","C",8.7,9.8
"SimForest","T16","T16_P5","T16_P5_1","Dryobalanops aromatica","Species","C",13.6,14.2
"SimForest","T16","T16_P5","T16_P5_2","Dryobalanops aromatica","Species","B",24,18.5
"SimForest","T16","T16_P1","T16_P1_3","Dryobalanops aromatica","Species","C",10.8,10.5
"SimForest","T16","T16_P5","T16_P5_4","Dryobalanops aromatica","Species","A",31.6,26.8
"SimForest","T16","T16_P5","T16_P5_1","Dacryodes rostrata","Species","B",25,20.9
"SimForest","T16","T16_P3","T16_P3_2","Dacryodes rostrata","Species","B",17.6,16.2
"SimForest","T16","T16_P3","T16_P3_3","Dacryodes rostrata","Species","A",60.9,44.8
"SimForest","T16","T16_P2","T16_P2_4","Dacryodes rostrata","Species","C",8.3,10.7
"SimForest","T16","T16_P4","T16_P4_1","Diospyros macrophylla","Species","C",13.9,13.6
"SimForest","T16","T16_P2","T16_P2_2","Diospyros macrophylla","Species","C",11.3,10.9
"SimForest","T16","T16_P5","T16_P5_1","Ficus variegata","Species","C",12.2,12.4
"SimForest","T16","T16_P3","T16_P3_1","Artocarpus elasticus","Species","B",21.6,15.9
"SimForest","T16","T16_P2","T16_P2_1","Durio zibethinus","Species","C",7.5,10.1
"SimForest","T16","T16_P2","T16_P2_1","Koompassia excelsa","Species","B",27.7,23.7
"SimForest","T16","T16_P3","T16_P3_2","Koompassia excelsa","Species","C",13,13.5
"SimForest","T16","T16_P1","T16_P1_1","Dyera costulata","Species","C",5.8,7.9
"SimForest","T16","T16_P5","T16_P5_2","Dyera costulata","Species","B",20.7,16
"SimForest","T16","T16_P3","T16_P3_1","Palaquium rostratum","Species","A",39.8,28
"SimForest","T16","T16_P4","T16_P4_1","Santiria laevigata","Species","B",16.8,14.5
"SimForest","T16","T16_P3","T16_P3_2","Santiria laevigata","Species","C",5.9,8.8
"SimForest","T16","T16_P4","T16_P4_3","Santiria laevigata","Species","B",18.6,17.9
"SimForest","T16","T16_P4","T16_P4_1","Knema laurina","Species","B",21.3,17.8
"SimForest","T16","T16_P4","T16_P4_2","Knema laurina","Species","C",11.3,12
"SimForest","T16","T16_P3","T16_P3_3","Knema laurina","Species","B",28.5,23.3
"SimForest","T16","T16_P3","T16_P3_4","Knema laurina","Species","B",27.6,21.7
"SimForest","T16","T16_P2","T16_P2_5","Knema laurina","Species","B",19.7,17
"SimForest","T16","T16_P4","T16_P4_1","Horsfieldia irya","Species","A",41.4,27.9
"SimForest","T16","T16_P3","T16_P3_1","Litsea firma","Species","C",9.3,11.2
"SimForest","T16","T16_P3","T16_P3_2","Litsea firma","Species","C",6.4,9.2
"SimForest","T16","T16_P4","T16_P4_1","Baccaurea macrocarpa","Species","C",7.9,9.5
"SimForest","T16","T16_P4","T16_P4_2","Baccaurea macrocarpa","Species","A",64.4,48
"SimForest","T16","T16_P2","T16_P2_1","Calophyllum inophyllum","Species","B",15.8,14.1
"SimForest","T16","T16_P5","T16_P5_2","Calophyllum inophyllum","Species","C",10.6,12.3
"SimForest","T16","T16_P2","T16_P2_3","Calophyllum inophyllum","Species","B",16.9,15.7
"SimForest","T16","T16_P5","T16_P5_1","Eusideroxylon zwageri","Species","A",32.5,27.6
"SimForest","T16","T16_P3","T16_P3_2","Eusideroxylon zwageri","Species","A",65.8,39.1
"SimForest","T16","T16_P4","T16_P4_3","Eusideroxylon zwageri","Species","A",37.2,24.3
"SimForest","T16","T16_P5","T16_P5_1","Macaranga gigantea","Species","C",11.6,10.8
"SimForest","T16","T16_P2","T16_P2_1","Mallotus paniculatus","Species","B",28.9,22.1
"SimForest","T16","T16_P5","T16_P5_2","Mallotus paniculatus","Species","C",8.2,10.1
"SimForest","T16","T16_P1","T16_P1_3","Mallotus paniculatus","Species","C",9.4,9.9
"SimForest","T16","T16_P3","T16_P3_1","Nephelium lappaceum","Species","B",16,14
"SimForest","T16","T16_P5","T16_P5_2","Nephelium lappaceum","Species","B",23.5,17
"SimForest","T16","T16_P5","T16_P5_1","Parkia speciosa","Species","C",8.6,10.9
"SimForest","T16","T16_P2","T16_P2_2","Parkia speciosa","Species","C",12.2,12.2
"SimForest","T16","T16_P2","T16_P2_1","Vatica rassak","Species","C",9.6,11
"SimForest","T16","T16_P3","T16_P3_2","Vatica rassak","Species","B",24.2,18.5
"SimForest","T16","T16_P1","T16_P1_3","Vatica rassak","Species","B",17.7,14.2
"SimForest","T16","T16_P5","T16_P5_4","Vatica rassak","Species","B",26.3,20.4
"SimForest","T17","T17_P5","T17_P5_1","Shorea leprosula","Species","C",6.4,9.3
"SimForest","T17","T17_P1","T17_P1_2","Shorea leprosula","Species","C",14.7,15
"SimForest","T17","T17_P1","T17_P1_3","Shorea leprosula","Species","C",9.1,11.3
"SimForest","T17","T17_P1","T17_P1_4","Shorea leprosula","Species","B",29.7,25.7
"SimForest","T17","T17_P4","T17_P4_5","Shorea leprosula","Species","C",7.4,9.7
"SimForest","T17","T17_P5","T17_P5_1","Shorea acuminata","Species","C",8.7,10.2
"SimForest","T17","T17_P2","T17_P2_1","Dipterocarpus alatus","Species","B",21.2,18.8
"SimForest","T17","T17_P1","T17_P1_2","Dipterocarpus alatus","Species","A",33.2,25
"SimForest","T17","T17_P1","T17_P1_3","Dipterocarpus alatus","Species","B",18,17.6
"SimForest","T17","T17_P5","T17_P5_1","Dipterocarpus caudatus","Species","A",56.7,44.3
"SimForest","T17","T17_P2","T17_P2_2","Dipterocarpus caudatus","Species","C",8.6,9.4
"SimForest","T17","T17_P3","T17_P3_1","Hopea nervosa","Species","A",62,36.9
"SimForest","T17","T17_P4","T17_P4_2","Hopea nervosa","Species","B",20.5,16.7
"SimForest","T17","T17_P2","T17_P2_1","Dryobalanops aromatica","Species","A",34.8,24.6
"SimForest","T17","T17_P5","T17_P5_2","Dryobalanops aromatica","Species","C",9.6,10
"SimForest","T17","T17_P5","T17_P5_3","Dryobalanops aromatica","Species","B",22,18.4
"SimForest","T17","T17_P3","T17_P3_4","Dryobalanops aromatica","Species","C",14.4,12.4
"SimForest","T17","T17_P3","T17_P3_5","Dryobalanops aromatica","Species","B",25.6,19.1
"SimForest","T17","T17_P1","T17_P1_1","Syzygium polyanthum","Species","C",15.4,12.7
"SimForest","T17","T17_P1","T17_P1_2","Syzygium polyanthum","Species","C",12.7,11.5
"SimForest","T17","T17_P2","T17_P2_3","Syzygium polyanthum","Species","C",8.7,9.7
"SimForest","T17","T17_P2","T17_P2_4","Syzygium polyanthum","Species","B",17.5,15.2
"SimForest","T17","T17_P2","T17_P2_5","Syzygium polyanthum","Species","C",12.9,13.9
"SimForest","T17","T17_P2","T17_P2_6","Syzygium polyanthum","Species","C",12.3,11.2
"SimForest","T17","T17_P5","T17_P5_7","Syzygium polyanthum","Species","B",27.6,21.1
"SimForest","T17","T17_P5","T17_P5_8","Syzygium polyanthum","Species","C",9.2,10
"SimForest","T17","T17_P1","T17_P1_1","Syzygium claviflorum","Species","C",9.7,11.7
"SimForest","T17","T17_P1","T17_P1_1","Dacryodes rostrata","Species","C",8,9.3
"SimForest","T17","T17_P3","T17_P3_2","Dacryodes rostrata","Species","B",27.7,21.3
"SimForest","T17","T17_P4","T17_P4_3","Dacryodes rostrata","Species","C",10.1,11
"SimForest","T17","T17_P5","T17_P5_4","Dacryodes rostrata","Species","C",10.8,10.7
"SimForest","T17","T17_P5","T17_P5_5","Dacryodes rostrata","Species","C",10.2,10.6
"SimForest","T17","T17_P5","T17_P5_6","Dacryodes rostrata","Species","B",19.4,18.3
"SimForest","T17","T17_P3","T17_P3_1","Diospyros macrophylla","Species","B",30.8,23.3
"SimForest","T17","T17_P2","T17_P2_1","Artocarpus elasticus","Species","A",42,33.4
"SimForest","T17","T17_P4","T17_P4_1","Durio zibethinus","Species","B",29.7,24.4
"SimForest","T17","T17_P4","T17_P4_2","Durio zibethinus","Species","B",22.6,20.6
"SimForest","T17","T17_P4","T17_P4_1","Koompassia excelsa","Species","C",15.4,13.1
"SimForest","T17","T17_P3","T17_P3_2","Koompassia excelsa","Species","C",9.8,11.2
"SimForest","T17","T17_P3","T17_P3_1","Dyera costulata","Species","C",11.1,12.6
"SimForest","T17","T17_P3","T17_P3_1","Palaquium rostratum","Species","A",61.7,47.5
"SimForest","T17","T17_P2","T17_P2_2","Palaquium rostratum","Species","C",12.1,12.8
"SimForest","T17","T17_P4","T17_P4_3","Palaquium rostratum","Species","A",53,40.6
"SimForest","T17","T17_P2","T17_P2_4","Palaquium rostratum","Species","C",14.8,13.8
"SimForest","T17","T17_P1","T17_P1_5","Palaquium rostratum","Species","C",11.4,12.7
"SimForest","T17","T17_P2","T17_P2_1","Santiria laevigata","Species","C",10.4,10.7
"SimForest","T17","T17_P1","T17_P1_2","Santiria laevigata","Species","C",14.9,13.3
"SimForest","T17","T17_P1","T17_P1_3","Santiria laevigata","Species","A",69.5,51.6
"SimForest","T17","T17_P1","T17_P1_4","Santiria laevigata","Species","C",13.9,13.5
"SimForest","T17","T17_P2","T17_P2_1","Knema laurina","Species","C",8.7,10.2
"SimForest","T17","T17_P3","T17_P3_2","Knema laurina","Species","C",9.8,10
"SimForest","T17","T17_P5","T17_P5_3","Knema laurina","Species","A",47.2,33.9
"SimForest","T17","T17_P5","T17_P5_4","Knema laurina","Species","C",7.1,9.4
"SimForest","T17","T17_P3","T17_P3_1","Horsfieldia irya","Species","A",65,43.7
"SimForest","T17","T17_P1","T17_P1_1","Litsea firma","Species","C",8.4,10.6
"SimForest","T17","T17_P5","T17_P5_2","Litsea firma","Species","C",8.1,9.1
"SimForest","T17","T17_P3","T17_P3_3","Litsea firma","Species","C",9.5,10.1
"SimForest","T17","T17_P2","T17_P2_4","Litsea firma","Species","B",20,18.3
"SimForest","T17","T17_P2","T17_P2_5","Litsea firma","Species","C",9.8,10.5
"SimForest","T17","T17_P3","T17_P3_6","Litsea firma","Species","B",21.4,17.2
"SimForest","T17","T17_P2","T17_P2_1","Baccaurea macrocarpa","Species","C",6.6,8.6
"SimForest","T17","T17_P5","T17_P5_2","Baccaurea macrocarpa","Species","B",30.1,24.6
"SimForest","T17","T17_P1","T17_P1_3","Baccaurea macrocarpa","Species","C",8.7,10.2
"SimForest","T17","T17_P3","T17_P3_4","Baccaurea macrocarpa","Species","C",11.9,11.7
"SimForest","T17","T17_P3","T17_P3_5","Baccaurea macrocarpa","Species","C",6.6,8.5
"SimForest","T17","T17_P5","T17_P5_1","Garcinia parvifolia","Species","A",48.9,33.3
"SimForest","T17","T17_P5","T17_P5_2","Garcinia parvifolia","Species","C",9.3,9.8
"SimForest","T17","T17_P2","T17_P2_3","Garcinia parvifolia","Species","C",8.9,9.9
"SimForest","T17","T17_P1","T17_P1_1","Alstonia scholaris","Species","C",13.1,13.2
"SimForest","T17","T17_P1","T17_P1_2","Alstonia scholaris","Species","A",71.3,49.3
"SimForest","T17","T17_P4","T17_P4_1","Calophyllum inophyllum","Species","C",9.3,10.5
"SimForest","T17","T17_P5","T17_P5_2","Calophyllum inophyllum","Species","A",42.9,32.9
"SimForest","T17","T17_P5","T17_P5_3","Calophyllum inophyllum","Species","C",9.9,10.8
"SimForest","T17","T17_P5","T17_P5_4","Calophyllum inophyllum","Species","B",24,19.6
"SimForest","T17","T17_P1","T17_P1_1","Elateriospermum tapos","Species","C",13.6,13.6
"SimForest","T17","T17_P1","T17_P1_2","Elateriospermum tapos","Species","A",64.5,42.3
"SimForest","T17","T17_P3","T17_P3_3","Elateriospermum tapos","Species","A",46,36.1
"SimForest","T17","T17_P5","T17_P5_1","Eusideroxylon zwageri","Species","C",11.5,11.8
"SimForest","T17","T17_P2","T17_P2_2","Eusideroxylon zwageri","Species","C",14.7,12.4
"SimForest","T17","T17_P3","T17_P3_3","Eusideroxylon zwageri","Species","B",21.5,16.4
"SimForest","T17","T17_P3","T17_P3_1","Intsia palembanica","Species","B",19.7,15.3
"SimForest","T17","T17_P2","T17_P2_1","Macaranga gigantea","Species","C",14.9,14.2
"SimForest","T17","T17_P4","T17_P4_2","Macaranga gigantea","Species","C",13.4,12.4
"SimForest","T17","T17_P5","T17_P5_1","Mallotus paniculatus","Species","C",14.3,14.5
"SimForest","T17","T17_P1","T17_P1_2","Mallotus paniculatus","Species","A",35.3,25.6
"SimForest","T17","T17_P2","T17_P2_3","Mallotus paniculatus","Species","B",23.3,17.6
"SimForest","T17","T17_P3","T17_P3_1","Nephelium lappaceum","Species","C",8.5,9.6
"SimForest","T17","T17_P2","T17_P2_1","Vatica rassak","Species","C",14.6,12.7
"SimForest","T18","T18_P4","T18_P4_1","Shorea leprosula","Species","A",50.4,30.6
"SimForest","T18","T18_P2","T18_P2_2","Shorea leprosula","Species","B",21.9,16.2
"SimForest","T18","T18_P2","T18_P2_3","Shorea leprosula","Species","C",12,12.3
"SimForest","T18","T18_P2","T18_P2_1","Shorea parvifolia","Species","C",10.2,10.2
"SimForest","T18","T18_P4","T18_P4_2","Shorea parvifolia","Species","A",57.4,43.2
"SimForest","T18","T18_P5","T18_P5_3","Shorea parvifolia","Species","A",52.4,36.1
"SimForest","T18","T18_P4","T18_P4_4","Shorea parvifolia","Species","B",29.1,22.7
"SimForest","T18","T18_P4","T18_P4_1","Shorea acuminata","Species","B",28.3,21.8
"SimForest","T18","T18_P1","T18_P1_2","Shorea acuminata","Species","A",54,38.3
"SimForest","T18","T18_P2","T18_P2_3","Shorea acuminata","Species","C",6.9,9.7
"SimForest","T18","T18_P4","T18_P4_4","Shorea acuminata","Species","C",9,10.4
"SimForest","T18","T18_P4","T18_P4_5","Shorea acuminata","Species","A",72,52.4
"SimForest","T18","T18_P4","T18_P4_6","Shorea acuminata","Species","B",17.7,15.3
"SimForest","T18","T18_P3","T18_P3_7","Shorea acuminata","Species","C",15.3,15.6
"SimForest","T18","T18_P2","T18_P2_8","Shorea acuminata","Species","C",9.9,11.2
"SimForest","T18","T18_P5","T18_P5_9","Shorea acuminata","Species","C",7.3,9
"SimForest","T18","T18_P5","T18_P5_10","Shorea acuminata","Species","C",14.9,12.6
"SimForest","T18","T18_P2","T18_P2_1","Dipterocarpus alatus","Species","B",21.5,18.3
"SimForest","T18","T18_P3","T18_P3_2","Dipterocarpus alatus","Species","C",10.9,12
"SimForest","T18","T18_P4","T18_P4_3","Dipterocarpus alatus","Species","C",6.5,9.1
"SimForest","T18","T18_P1","T18_P1_4","Dipterocarpus alatus","Species","C",7.7,10
"SimForest","T18","T18_P2","T18_P2_1","Dipterocarpus caudatus","Species","C",11,11.8
"SimForest","T18","T18_P1","T18_P1_2","Dipterocarpus caudatus","Species","C",15.8,14.9
"SimForest","T18","T18_P1","T18_P1_3","Dipterocarpus caudatus","Species","C",10,11.8
"SimForest","T18","T18_P1","T18_P1_4","Dipterocarpus caudatus","Species","C",14.5,14.3
"SimForest","T18","T18_P3","T18_P3_5","Dipterocarpus caudatus","Species","C",6.6,8.6
"SimForest","T18","T18_P1","T18_P1_6","Dipterocarpus caudatus","Species","C",12.6,12.1
"SimForest","T18","T18_P5","T18_P5_1","Hopea nervosa","Species","C",8.7,9.7
"SimForest","T18","T18_P5","T18_P5_2","Hopea nervosa","Species","C",11.9,13.2
"SimForest","T18","T18_P2","T18_P2_3","Hopea nervosa","Species","C",9.6,10.1
"SimForest","T18","T18_P2","T18_P2_4","Hopea nervosa","Species","C",12.5,11.6
"SimForest","T18","T18_P1","T18_P1_1","Dryobalanops aromatica","Species","C",9.7,10.4
"SimForest","T18","T18_P5","T18_P5_2","Dryobalanops aromatica","Species","B",22.8,20.8
"SimForest","T18","T18_P2","T18_P2_3","Dryobalanops aromatica","Species","C",12.8,12.1
"SimForest","T18","T18_P3","T18_P3_4","Dryobalanops aromatica","Species","B",23.2,19.3
"SimForest","T18","T18_P5","T18_P5_5","Dryobalanops aromatica","Species","B",32.1,27.5
"SimForest","T18","T18_P5","T18_P5_6","Dryobalanops aromatica","Species","C",11.7,10.9
"SimForest","T18","T18_P4","T18_P4_7","Dryobalanops aromatica","Species","B",27.6,19.5
"SimForest","T18","T18_P4","T18_P4_8","Dryobalanops aromatica","Species","C",7.5,10.1
